ASIN,Title,Drop Down,Product Details,Glance Icon Details,Description,Option,Rating,Review Count
B07VKFSGJD,Crazy Cups Flavored Coffee Pods for Single Serve Keurig K Cups Machines Cinnamon French Toast Hot or Iced Coffee Recyclable Pods 22 count (Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Cinnamon French Toast', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Enjoy the decadent taste of cinnamon french toast coffee and a hint of maple syrup whenever you’re in the mood. Enjoy this rich medium roast flavored coffee every morning MORE COFFEE - Our cinnamon coffee pods have 30% more coffee in every capsule than average flavored kcups. Savor the rich flavor of our Cinnamon French Toast Coffee in each sip. Enjoy our cinnamon coffee pods hot or as a refreshing iced coffee TOP QUALITY INGREDIENTS: Each of our flavored coffee pods are gluten-free and sugar free. Each cup is vegan, kosher, and pareve Indulge in fall coffee flavors all year round with our Cinnamon coffee. ECO-FRIENDLY: Crazy Cups maple french toast coffee single serve pods for Keurig Machines are packaged in recyclable capsules. Enjoy your perfect cinnamon flavored coffee with notes of maple syrup french toast while doing right by mother nature. COMPATIBLE WITH KEURIG BREWERS: Our single-serve coffee pods are compatible with any coffee machine that brews cinnamon k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{'Size': '22 Count (Pack of 1)'},4.5 out of 5 stars,22847 ratings
B07VL5NJXZ,Crazy Cups Flavored Ground Coffee Variety Pack Includes Cinnamon French Toast Caramel Vanilla Pumpkin Caramel Spice in 10 oz Bags For Brewing Flavored Hot or Iced Coffee Variety 3 Pack,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Sweetness & Spice Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"GREAT VARIETY OF GROUND COFFEE: This variety pack offers you the chance to try 3 unique flavored ground coffee - Pumpkin Caramel Spice, Cinnamon French toast and Caramel Vanilla DELICIOUS FLAVORED COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.5 out of 5 stars,-1530
B0C3LVTMTY,Crazy Cups Flavored Ground Christmas Coffee White Christmas Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 3),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Powder', 'Flavor': 'White Christmas', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"WHITE CHRISTMAS WONDER: Experience the enchantment of a winter wonderland in your cup with our White Christmas coffee. This medium roast's flavor profile captures the magic and serenity of snowy holiday mornings. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
B0C3M2J6YH,Crazy Cups Flavored Ground Holiday Coffee Holiday Spice Coffee In 10 Oz Bag For Brewing Flavored Hot Or Iced Coffee (Pack of 3),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Powder', 'Flavor': 'Holiday Spice', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"HOLIDAY SPICE DELIGHT: Ignite the festive spirit with every sip of our Holiday Spice flavored coffee. The comforting blend of seasonal spices in this medium roast perfectly captures the essence of joyous holiday celebrations. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
B00M4WC708,EKOCUPS Artisan Organic Vanilla Flavored Hot or Iced Coffee Medium roast in Recyclable Single Serve Cups for the Keurig K Cup Brew 40 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Vanilla', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"Sweet and creamy coffee with vanilla and bourbon notes, with a round body and mellow finish. Compatible with all Keurig K Cup Machines, including the new Keurig 2.0 brewer. Recyclable capsules using cool-peel-recycle technology, allowing our plastic cups to become recyclable by removing the lid and filter after brewing. 100% USDA Certified Organic, and Fair Trade artisan dark roast gourmet coffee in recyclable capsules. 13g of coffee packed into our Ekocups, 30% more coffee per cup than the average brand of single serve cups, for a richer cup of coffee that just tastes better. Ekocups are sugar free, zero carb, gluten-free, lactose free, certified OU kosher pareve, and vegan. Compatible with Keurig K-Cup brewers and other single serve brewers, not compatible with Keurig VUE. EKOCUPS has no affiliation with Keurig, Green Mountain or K-Cup; K-Cup is registered trademark of Keurig and/or Green Mountain.",{},4.3 out of 5 stars,944 ratings
B0DM9V712Q,Crazy Cups Cappuccino & Hot Chocolate Variety Pack Including Flavored Hot Chocolate & Cappuccino Coffee for Keurig K Cup Machines Coffee Gift Set Hot Chocolate Gift Set 40 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Hot Cocoa and Cappuccino Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"TOP BRANDS AND FLAVORS: Enjoy a unique assortment of flavored hot cocoa and brands like CBTL, Grove Square, Crazy Cups, Double Donut and more! This hot chocolate & cappuccino variety pack also includes flavored hot chocolate - It's the ideal gift! CAPPUCCINO & HOT CHOCOLATE GIFT SETS: With a large blend of hot cocoa pods and cappuccino pods you can enjoy new flavor experiences every day! This hot cocoa & coffee pods variety pack is a hot chocolate gift set the whole family can enjoy! FLAVORED HOT CHOCOLATE: This assortment includes many flavored hot chocolate pods! Enjoy the chocolate variety of salted caramel hot chocolate or peppermint hot chocolate! Cappuccino flavors include vanilla, caramel cappuccino & more! INCREDIBLE CAPPUCCINOS: Experience the best grove square has to offer with grove square cappuccinos. Included are: grove square caramel cappuccinos, grove square hazelnut cappuccinos and grove square french vanilla cappuccinos. COFFEE PODS FOR KEURIG: Our cappuccino and flavored hot chocolate variety pack is compatible with coffee machines that brew hot chocolate k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. Not affiliated with Keurig.",{},4.5 out of 5 stars,6218 ratings
B0C33X3NDG,Crazy Cups Decaf Blueberry Coffee Pods Variety Pack Decaf Magic Berries Hot or Iced Flavored Hot or Iced Coffee Pods Single Serve Recyclable Pods Compatible With Keurig K Cup Brewers 24 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Blueberry Variety Pack', 'Unit Count': '24 Count', 'Specialty': 'Gluten Free, Kosher Certified, Vegan'}",{},"THE ULTIMATE VARIETY PACK FOR BERRY LOVERS: We have combined our decaf berry flavored coffee cups into a magical box full of the most incredible berry flavored coffees. Wake up each morning to the smell of fresh berries being brewed in your Keurig Machine. ONLY THE BEST BERRY FLAVORS: Introducing the lineup for our new magical berries decaf coffee variety pack: Berries & Cream, White Chocolate strawberry, Blueberry Shortcake, Chocolate Blueberry, Cinnamon Blueberry and our favorite coffee Blueberry Cobbler. KEURIG COMPATIBLE PODS: Our coffee pod variety pack is compatible with any coffee machine that brews decaf blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Green Mountain. PERFECT FOR ICED COFFEE: Our blueberries coffee and the rest of our flavored cups are made with 30% more coffee than the average kcup. Our coffee flavored pods allow you to brew an incredible iced coffee with more flavor than ever before. TOP QUALITY INGREDIENTS: Each of our variety pack coffee pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. This medium roast is sugar free with ZERO calories, so you can indulge in our sweet blurberry coffee guilt free",{},4.4 out of 5 stars,5033 ratings
B00JW0ACTI,Cake Boss Coffee Dulce De Leche Flavored Coffee Single Serve Cups for the Keurig K Cup Brewer 24Count.,{'Label not found': '1'},"{'Brand': 'Cake Boss', 'Item Form': 'Capsule', 'Flavor': 'Dulce De Leche', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"Get your coffee on Inspired by tlc’s hit series cake boss, whatever your taste, the boss has you covered Flavored medium roast 100 percent Arabica coffee Compatible with keurig original and keurig 2.0 k-cup brewing systems",{},4.5 out of 5 stars,226 ratings
B0C3D8Z764,Crazy Cups Flavored Ground Chocolate Coffee Death By Chocolate Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee 3 Pack,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Occasion': 'Birthday', 'Flavor': 'Death by Chocolate', 'Unit Count': '36.48 Ounce'}",{},"DEATH BY CHOCOLATE INDULGENCE: Get lost in the decadently rich and creamy notes of our Death by Chocolate coffee. This medium roast is a chocoholic's dream come true, perfect for any time indulgence. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1544 ratings
B00K2RY8GI,Coffee Pods Variety Pack Sampler from Top Brands Assorted Single Serve for Keurig K Cups Coffee Makers 40 Unique Cups,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Premium Coffee Variety', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"40 ASSORTED NAME BRAND SINGLE SERVE COFFEE PODS, NO DUPLICATES - Enjoy a wide variety from national coffee brands and others, including SkinnyGirl, Crazy Cups, Entenmann's, Harry & David, Carlos Bake Shop, Bailey's. Discover new favorites GREAT MIX OF TRADITIONAL AND FLAVORED COFFEE - Sample blends and flavors from top roasters including light, medium, and dark roast. Enjoy Espresso, French Roast, and flavored coffees featuring French Vanilla, Chocolate, Caramel, Hazelnut, and more. INDIVIDUALLY PACKAGED AND INSPECTED - All of our Sampler Packs have been carefully inspected to ensure each coffee pod is fresh and in perfect condition. Exact mix subject to change as we constantly update it to bring you exciting new offerings COMPATIBLE WITH ALL KEURIG K CUPS BREWERS - Our Sampler Pack Capsules are fully compatible with Keurig k cup coffee makers, K-Cup & Keurig are registered trademarks of Green Mountain. We are not affiliated with Green Mountain PERFECT FOR HOSTING OR AS A COFFEE GIFT - Our Variety Packs are a unique coffee present for any coffee lover. The variety coffee assortment is a crowd-pleaser at any dinner, birthday party, or office setting with options for varying tastes",{},4.3 out of 5 stars,50872 ratings
B0CSH8TCC6,Flavored Decaf Coffee Pods Variety Pack Compatible with Keurig K Cups Brewers 40 Count Assorted Decaffeinated Flavored Coffee Sampler(Pack of 1),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Flavored Coffee Variety', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"BULK 40 PACK OF DECAF FLAVORED COFFEE PODS - Discover new favorite coffee flavors any time of day with this perfect assortment of flavored decaffeinated coffee pods from top brands Like Crazy Cups, , Cake Boss, Double Donut, and Ekocups. YOUR FAVORITE FLAVORS IN DECAF - You'll discover so many fun decaf flavors, including French Vanilla, Hazelnut, Peppermint Chocolate Mocha, Chocolate Hazelnut, Coconut Caramel, Caramel Vanilla, Caramel Truffle Sundae, Bananas Foster, Pumpkin Spice and more! SATISFACTION GUARANTEED - All of our decaf sampler packs have been carefully inspected to ensure each coffee pod is fresh and in perfect condition, to ensure a tasty and reliable brew every time. Contact us with any issues, and we will make it right. COMPATIBLE WITH KEURIG K CUP BREWERS - Our sampler pack capsules are fully compatible with all Keurig K Cups Brewers the brew decaf coffee k cups, including Keurig 2.0. K-Cup and Keurig are registered trademarks. We are not affiliated with Keurig or Green Mountain. PERFECT COFFEE GIFT - Our Decaf Variety Pack is a unique coffee gift for any occasion. With so many fun and unique flavored coffee pods, you'll have something for every decaf coffee lover. Exact assortment of flavors subject to change.",{},4.3 out of 5 stars,-50722
